35	9	"c"	"Jan 21 2017, 14:19:23"	1	2	3	3	3	4	2	3	2	2
36	9	"d"	"Jan 31 2017, 21:57:02"	2	3	3	2	3	2	1	3	1	2
37	10	"a"	"Jan 29 2017, 20:46:39"	2	2	3	3	2	3	2	3	2	3
38	10	"b"	"Feb 02 2017, 18:00:11"	3	2	2	2	4	2	5	3	3	2
39	10	"c"	"Jan 28 2017, 17:46:43"	2	2	2	2	2	2	3	3	2	3
40	10	"d"	"Jan 28 2017,  6:05:12"	2	2	2	2	3	3	2	3	1	1
41	11	"a"	"Jan 26 2017,  9:12:21"	2	2	3	0	2	1	3	2	3	3
42	11	"b"	"Feb 01 2017,  8:34:06"	2	2	3	3	1	1	2	3	2	3
43	11	"c"	"Jan 12 2017, 13:00:31"	3	2	3	2	2	3	3	3	2	4
44	11	"d"	"Jan 26 2017,  5:00:13"	3	2	2	3	3	3	3	4	2	2
45	12	"a"	"Jan 22 2017,  1:19:34"	4	2	1	3	3	2	1	3	3	3
46	12	"b"	"Jan 05 2017, 17:17:17"	2	2	4	3	3	2	3	4	2	3
47	12	"c"	"Jan 28 2017,  6:18:46"	4	2	2	2	2	2	4	2	3	5
48	12	"d"	"Feb 01 2017, 21:38:38"	2	1	4	2	2	2	3	3	3	2
49	13	"a"	"Jan 18 2017, 20:44:50"	2	1	3	4	2	3	3	2	3	3
50	13	"b"	"Jan 27 2017, 12:38:39"	3	1	3	3	2	2	3	3	3	4
51	13	"c"	"Feb 07 2017,  5:12:00"	4	1	3	4	4	1	3	2	3	3
52	13	"d"	"Feb 18 2017, 21:36:15"	2	2	3	2	4	2	3	2	3	3
53	14	"a"	"Feb 11 2017,  3:49:19"	3	2	3	2	3	3	3	2	3	2
54	14	"b"	"Jan 12 2017,  5:25:34"	1	1	2	3	3	3	2	4	3	2
55	14	"c"	"Jan 14 2017, 22:09:04"	2	2	3	1	3	2	1	3	2	3
56	14	"d"	"Feb 15 2017, 13:00:34"	1	1	2	1	3	2	1	3	3	4
57	15	"a"	"Jan 31 2017,  3:20:12"	2	2	2	3	4	2	2	3	2	3
58	15	"b"	"Feb 07 2017,  6:35:20"	1	2	2	3	2	2	2	4	3	2
59	15	"c"	"Jan 08 2017,  3:38:48"	3	2	4	2	2	4	3	2	2	3
60	15	"d"	"Jan 22 2017, 12:11:38"	1	2	3	2	3	2	3	3	1	4
61	16	"a"	"Jan 10 2017, 18:06:22"	3	2	4	3	3	3	3	2	3	4
62	16	"b"	"Jan 21 2017,  5:30:49"	4	2	2	3	2	3	4	2	3	2
63	16	"c"	"Jan 26 2017, 11:29:48"	3	2	2	3	4	2	2	2	3	2
64	16	"d"	"Jan 29 2017,  2:09:41"	2	1	3	3	3	3	1	3	2	2
65	17	"a"	"Jan 25 2017, 19:07:00"	2	3	3	2	1	2	3	2	2	1
66	17	"b"	"Jan 27 2017,  4:17:55"	3	3	3	3	3	2	2	3	1	3
67	17	"c"	"Jan 25 2017, 20:45:55"	2	2	3	3	3	2	2	3	4	2
68	17	"d"	"Jan 19 2017,  7:42:00"	2	3	2	3	2	2	2	2	3	1
69	18	"a"	"Feb 07 2017,  9:45:04"	2	3	1	3	2	2	3	2	2	2
70	18	"b"	"Jan 12 2017, 20:26:56"	3	2	3	2	2	3	1	4	1	2
71	18	"c"	"Feb 04 2017, 22:25:31"	3	2	1	3	3	3	2	2	3	2
72	18	"d"	"Feb 10 2017, 13:45:02"	3	1	3	3	3	3	2	1	2	2
73	19	"a"	"Jan 22 2017,  1:20:47"	2	3	1	3	3	2	3	2	2	1
74	19	"b"	"Feb 09 2017,  7:43:49"	2	2	3	3	2	1	3	3	3	3
75	19	"c"	"Jan 30 2017, 12:27:12"	1	3	3	1	3	2	4	2	2	2
76	19	"d"	"Jan 26 2017, 23:41:31"	1	1	4	3	3	2	3	2	3	1
77	20	"a"	"Feb 08 2017,  3:39:09"	3	1	3	2	3	2	2	2	2	4
78	20	"b"	"Feb 08 2017,  5:12:18"	3	0	3	3	3	1	3	2	2	1
79	20	"c"	"Feb 05 2017,  2:33:31"	2	2	1	3	3	3	3	3	1	1
80	20	"d"	"Jan 22 2017,  2:30:31"	3	2	2	3	2	3	1	3	2	2
81	21	"a"	"Jan 20 2017,  4:09:30"	2	4	2	1	3	2	2	3	3	3
82	21	"b"	"Dec 31 2016, 23:09:54"	4	2	2	1	2	1	3	2	2	3
83	21	"c"	"Jan 22 2017,  3:55:02"	2	1	2	3	3	4	2	3	4	3
84	21	"d"	"Feb 07 2017, 17:03:30"	2	2	2	3	3	1	2	3	2	3
85	22	"a"	"Jan 12 2017,  8:18:19"	2	1	3	2	3	3	3	3	3	3
86	22	"b"	"Jan 31 2017, 17:00:04"	3	1	2	2	3	3	3	2	3	1
87	22	"c"	"Jan 20 2017, 14:12:56"	2	2	3	3	3	4	2	3	3	2
88	22	"d"	"Jan 16 2017,  1:30:11"	2	1	3	3	2	3	3	2	3	2
89	23	"a"	"Jan 23 2017, 18:02:27"	2	3	3	3	1	2	2	1	3	1
90	23	"b"	"Feb 11 2017, 20:09:58"	1	0	2	3	3	4	2	2	2	4
91	23	"c"	"Feb 17 2017, 23:25:11"	1	2	3	3	2	2	3	4	3	3
92	23	"d"	"Feb 10 2017, 19:54:52"	3	2	2	2	3	2	4	4	4	2
93	24	"a"	"Jan 15 2017,  3:56:58"	3	2	3	3	2	2	4	2	2	2
94	24	"b"	"Feb 01 2017, 11:21:20"	2	2	2	3	3	3	2	3	2	2
95	24	"c"	"Feb 03 2017,  1:33:25"	2	2	3	3	2	3	2	3	3	4
96	24	"d"	"Feb 08 2017,  9:39:17"	2	2	3	3	2	3	4	2	1	3
97	25	"a"	"Feb 10 2017, 17:08:25"	4	2	2	2	2	3	3	3	1	4
98	25	"b"	"Jan 11 2017,  5:59:35"	2	3	3	2	3	4	3	1	3	4
99	25	"c"	"Jan 22 2017,  6:46:59"	2	1	2	2	3	3	3	3	2	1
100	25	"d"	"Feb 16 2017,  9:16:10"	3	2	4	2	3	2	3	3	2	3
101	26	"a"	"Feb 09 2017,  5:07:48"	3	3	2	3	1	3	0	2	3	3
102	26	"b"	"Jan 26 2017, 11:48:23"	4	2	1	2	2	1	3	2	2	2
103	26	"c"	"Feb 14 2017, 15:07:51"	3	1	2	4	2	3	0	2	2	2
104	26	"d"	"Jan 19 2017,  9:55:59"	2	3	3	1	2	2	2	2	2	2
105	27	"a"	"Jan 16 2017,  8:07:58"	2	2	1	4	3	3	2	2	3	1
106	27	"b"	"Jan 23 2017, 21:19:38"	2	4	3	2	3	3	2	3	2	3
107	27	"c"	"Feb 06 2017,  2:18:22"	2	1	3	3	2	2	2	2	4	3
108	27	"d"	"Jan 28 2017, 18:34:22"	3	3	3	3	3	1	3	2	2	3
109	28	"a"	"Jan 11 2017,  1:08:47"	3	2	3	2	3	2	2	1	3	3
110	28	"b"	"Jan 31 2017, 15:27:21"	3	2	3	1	3	3	4	3	2	2
111	28	"c"	"Jan 26 2017, 23:44:19"	2	2	3	3	2	3	2	3	3	3
112	28	"d"	"Feb 01 2017,  1:26:14"	2	3	3	1	3	3	2	3	3	3
113	29	"a"	"Jan 29 2017, 14:38:59"	2	2	2	2	3	3	2	2	2	4
114	29	"b"	"Jan 29 2017, 22:09:10"	3	3	2	3	3	3	3	3	3	2
115	29	"c"	"Feb 21 2017,  5:47:10"	4	3	2	2	1	3	4	2	3	3
116	29	"d"	"Feb 06 2017, 19:28:50"	2	3	1	3	4	2	3	2	2	2
117	30	"a"	"Feb 09 2017, 23:08:29"	2	0	2	5	2	2	3	1	3	2
118	30	"b"	"Jan 20 2017, 10:23:32"	2	3	3	2	2	3	2	2	1	3
119	30	"c"	"Jan 13 2017, 11:09:21"	2	1	2	4	3	3	3	3	3	1
120	30	"d"	"Jan 12 2017, 14:54:36"	2	2	3	3	1	4	2	3	2	3
121	31	"a"	"Jan 31 2017,  9:31:40"	2	2	3	2	3	3	2	3	4	4
122	31	"b"	"Feb 25 2017,  6:39:48"	3	1	1	2	3	2	2	2	2	3
123	31	"c"	"Jan 17 2017,  7:56:00"	2	4	3	3	2	2	4	3	2	2
124	31	"d"	"Feb 03 2017,  5:11:20"	2	3	3	3	2	3	3	3	3	4
125	32	"a"	"Jan 15 2017, 11:51:14"	1	2	3	2	2	2	3	3	3	3
126	32	"b"	"Jan 15 2017, 20:17:19"	3	2	2	2	2	2	2	3	3	3
127	32	"c"	"Jan 31 2017, 16:31:42"	2	2	1	2	3	2	5	3	3	3
128	32	"d"	"Jan 24 2017,  9:32:13"	2	3	2	3	3	3	2	3	1	4
129	33	"a"	"Dec 31 2016, 18:33:08"	2	2	4	3	3	3	3	2	2	1
130	33	"b"	"Jan 10 2017,  7:24:45"	2	1	3	3	2	2	3	3	2	3
131	33	"c"	"Feb 21 2017,  3:31:16"	2	2	2	4	3	2	2	2	3	2
132	33	"d"	"Jan 21 2017, 13:06:06"	2	0	2	3	2	3	3	2	2	3
133	34	"a"	"Jan 24 2017, 20:07:27"	2	3	3	3	4	2	3	3	3	2
134	34	"b"	"Jan 16 2017, 10:21:25"	3	2	1	2	2	2	2	1	2	3
135	34	"c"	"Jan 28 2017, 11:23:01"	2	2	1	3	3	3	2	2	3	3
136	34	"d"	"Feb 02 2017, 12:06:52"	2	2	3	4	2	3	3	3	3	2
137	35	"a"	"Feb 06 2017, 19:53:45"	3	2	3	3	2	3	2	3	1	2
138	35	"b"	"Jan 11 2017,  5:45:43"	1	1	2	2	3	3	2	3	3	3
139	35	"c"	"Jan 28 2017, 12:00:36"	1	1	1	3	3	3	2	2	3	1
140	35	"d"	"Feb 02 2017,  1:40:16"	2	2	2	4	3	3	4	3	3	3
141	36	"a"	"Feb 04 2017, 13:11:34"	2	1	2	3	2	2	3	2	3	2
142	36	"b"	"Dec 30 2016, 12:54:23"	3	3	2	2	2	2	2	1	2	2
143	36	"c"	"Jan 20 2017,  8:10:34"	2	3	3	4	3	3	2	3	1	3
144	36	"d"	"Jan 22 2017, 11:03:31"	2	2	2	2	3	3	3	3	2	3
145	37	"a"	"Feb 03 2017,  2:47:43"	3	3	3	4	2	3	3	4	2	3
146	37	"b"	"Feb 12 2017,  9:18:04"	2	1	3	2	3	1	2	2	2	3
147	37	"c"	"Feb 04 2017,  2:43:50"	2	3	2	3	1	3	1	3	3	2
148	37	"d"	"Feb 01 2017, 22:49:59"	3	1	1	2	3	4	3	2	2	3
149	38	"a"	"Jan 28 2017,  0:35:32"	3	2	4	3	2	3	3	4	3	2
150	38	"b"	"Feb 18 2017,  9:16:24"	3	2	3	2	3	3	3	3	3	2
151	38	"c"	"Jan 30 2017,  1:45:41"	4	2	2	3	2	2	3	4	2	2
152	38	"d"	"Jan 25 2017, 15:46:22"	2	2	2	2	3	2	3	2	2	3
153	39	"a"	"Jan 19 2017,  8:51:01"	3	0	1	3	3	1	2	2	3	2
154	39	"b"	"Jan 29 2017, 15:48:40"	2	3	3	2	3	4	2	3	4	3
155	39	"c"	"Jan 28 2017,  6:55:52"	1	0	3	2	2	4	1	2	2	3
156	39	"d"	"Jan 21 2017, 23:28:33"	3	1	2	3	4	3	3	3	3	1
157	40	"a"	"Jan 26 2017,  2:46:50"	2	3	2	2	4	2	3	2	3	2
158	40	"b"	"Jan 30 2017, 13:16:25"	3	3	3	4	3	4	3	4	2	1
159	40	"c"	"Jan 25 2017,  8:00:19"	2	2	4	4	4	2	2	3	4	2
160	40	"d"	"Feb 01 2017,  4:52:00"	3	2	1	2	3	3	3	3	3	3
161	41	"a"	"Feb 09 2017, 10:41:20"	3	3	2	3	2	3	3	2	4	3
162	41	"b"	"Jan 29 2017,  2:31:12"	2	2	2	4	1	4	4	3	2	3
163	41	"c"	"Feb 17 2017, 15:15:07"	1	1	2	3	3	2	4	2	2	2
164	41	"d"	"Jan 21 2017, 17:01:13"	2	3	4	4	1	3	2	1	1	1
165	42	"a"	"Jan 26 2017,  7:25:27"	3	2	3	4	3	2	3	1	1	2
166	42	"b"	"Jan 20 2017, 13:23:17"	3	1	1	1	2	2	2	2	2	3
167	42	"c"	"Jan 26 2017, 22:12:35"	2	3	2	2	2	2	2	3	2	3
168	42	"d"	"Jan 25 2017, 12:48:51"	4	2	2	3	3	4	1	3	2	2
169	43	"a"	"Jan 29 2017,  2:38:37"	3	2	2	2	2	2	2	2	4	2
170	43	"b"	"Jan 28 2017, 20:03:10"	2	1	1	4	3	2	4	2	3	2
171	43	"c"	"Feb 02 2017, 16:44:51"	2	3	3	4	2	2	2	3	3	1
172	43	"d"	"Jan 19 2017,  3:07:27"	3	2	2	4	3	2	3	2	4	3
173	44	"a"	"Jan 20 2017, 19:35:38"	2	2	2	2	3	2	3	1	3	3
174	44	"b"	"Jan 29 2017, 15:14:46"	2	2	3	3	4	3	2	3	3	2
175	44	"c"	"Feb 28 2017,  4:08:58"	2	1	3	3	3	3	3	3	1	3
176	44	"d"	"Jan 16 2017,  2:58:06"	4	1	3	2	2	2	2	3	3	2
177	45	"a"	"Jan 30 2017, 18:50:08"	1	1	3	3	3	1	2	3	1	3
178	45	"b"	"Jan 20 2017, 12:14:29"	3	2	1	2	3	2	3	3	3	3
179	45	"c"	"Jan 23 2017, 22:17:44"	3	2	2	3	3	3	3	4	3	2
180	45	"d"	"Feb 17 2017,  7:04:20"	3	1	3	3	3	3	3	3	3	3
181	46	"a"	"Jan 13 2017, 16:29:48"	3	2	2	4	3	1	2	1	4	2
182	46	"b"	"Feb 16 2017, 10:44:04"	1	2	2	3	3	1	1	3	2	3
183	46	"c"	"Dec 29 2016,  4:12:15"	3	2	3	3	2	2	2	3	2	2
184	46	"d"	"Jan 18 2017,  0:34:26"	3	1	3	2	3	2	3	2	3	2
185	47	"a"	"Jan 30 2017, 20:11:04"	2	2	3	2	3	3	2	2	2	3
186	47	"b"	"Feb 11 2017,  7:32:22"	3	2	3	2	2	3	2	3	3	2
187	47	"c"	"Jan 17 2017, 21:56:59"	3	2	4	1	3	2	0	3	3	3
188	47	"d"	"Jan 21 2017,  3:07:50"	2	1	2	2	3	3	1	3	2	2
189	48	"a"	"Jan 15 2017, 16:34:47"	3	1	2	4	2	3	2	4	2	2
190	48	"b"	"Jan 29 2017, 11:47:59"	3	2	3	2	3	2	4	3	2	3
191	48	"c"	"Dec 14 2016,  4:57:07"	2	1	3	2	3	2	2	2	3	2
192	48	"d"	"Feb 07 2017, 12:09:31"	4	3	3	1	4	2	2	2	2	3
193	49	"a"	"Jan 21 2017, 10:46:44"	3	3	3	2	4	2	3	3	2	3
194	49	"b"	"Jan 26 2017, 20:08:06"	2	2	2	2	3	4	3	2	4	3
195	49	"c"	"Jan 18 2017,  9:12:52"	2	2	3	2	2	1	3	3	1	2
196	49	"d"	"Jan 31 2017,  6:17:42"	3	3	2	2	2	2	3	2	2	3
197	50	"a"	"Jan 20 2017,  7:21:12"	2	3	2	3	3	4	1	3	2	3
198	50	"b"	"Jan 14 2017, 22:57:37"	1	2	2	3	1	2	3	3	3	3
199	50	"c"	"Jan 06 2017,  8:43:24"	2	1	4	2	2	1	3	2	2	2
200	50	"d"	"Jan 04 2017,  0:42:19"	3	3	3	2	2	3	2	3	3	2
201	51	"a"	"Dec 30 2016,  7:51:03"	2	2	2	3	2	4	4	2	3	3
202	51	"b"	"Jan 10 2017, 23:36:52"	3	1	2	2	2	2	2	3	2	1
203	51	"c"	"Jan 14 2017,  7:31:33"	4	1	2	4	3	1	1	3	3	3
204	51	"d"	"Jan 28 2017, 23:10:10"	2	1	2	2	3	3	2	3	3	3
205	52	"a"	"Jan 05 2017, 22:38:14"	2	1	3	3	2	3	4	2	3	2
206	52	"b"	"Jan 03 2017,  7:58:52"	1	2	3	2	2	1	2	1	4	3
207	52	"c"	"Jan 13 2017, 21:43:54"	2	2	2	2	2	2	3	3	3	3
208	52	"d"	"Dec 28 2016,  2:28:03"	3	2	3	3	1	2	1	3	3	2
209	53	"a"	"Jan 20 2017, 12:23:34"	4	2	1	3	2	3	2	3	2	1
210	53	"b"	"Feb 06 2017, 19:56:07"	2	3	3	3	2	2	3	3	2	3
211	53	"c"	"Jan 25 2017,  9:30:59"	2	2	2	3	3	2	2	2	2	3
212	53	"d"	"Jan 25 2017,  1:15:24"	2	0	2	2	1	3	3	3	2	2
213	54	"a"	"Feb 01 2017,  9:23:30"	4	2	4	3	3	4	2	2	2	3
214	54	"b"	"Jan 15 2017,  1:24:11"	1	3	2	4	3	2	3	2	1	3
215	54	"c"	"Jan 18 2017,  9:00:50"	3	2	2	3	3	2	3	2	2	2
216	54	"d"	"Jan 14 2017,  5:07:16"	2	3	2	1	2	3	3	1	4	3
217	55	"a"	"Jan 31 2017, 23:34:38"	4	3	2	3	2	2	3	3	2	1
218	55	"b"	"Feb 14 2017,  0:55:54"	2	1	2	3	1	4	3	3	2	3
219	55	"c"	"Jan 21 2017, 23:47:22"	2	2	3	2	3	2	2	3	3	1
220	55	"d"	"Jan 26 2017,  4:08:27"	3	3	3	3	4	3	3	3	1	2
221	56	"a"	"Jan 06 2017,  3:54:36"	3	2	3	2	2	2	1	2	3	3
222	56	"b"	"Feb 20 2017, 12:50:42"	4	1	3	2	2	2	2	2	2	3
223	56	"c"	"Feb 07 2017, 16:46:33"	2	2	3	3	3	2	3	3	3	3
224	56	"d"	"Jan 02 2017, 23:49:21"	3	1	3	2	3	3	2	3	2	4
225	57	"a"	"Jan 29 2017, 14:41:47"	2	3	3	3	1	3	3	2	3	2
226	57	"b"	"Feb 02 2017,  6:12:58"	1	3	2	2	2	2	2	1	2	1
227	57	"c"	"Jan 14 2017, 14:28:27"	3	2	1	2	3	3	2	2	2	2
228	57	"d"	"Jan 21 2017,  8:48:21"	1	2	2	3	3	1	4	2	2	2
229	58	"a"	"Feb 12 2017,  3:03:49"	4	0	2	3	2	2	3	2	1	4
230	58	"b"	"Feb 12 2017,  1:34:54"	1	2	2	3	3	3	4	3	3	1
231	58	"c"	"Feb 01 2017, 16:00:43"	2	3	2	2	1	2	2	3	3	1
232	58	"d"	"Jan 13 2017,  3:57:46"	3	2	2	2	3	3	3	3	3	1
233	59	"a"	"Feb 03 2017, 12:01:25"	1	3	2	3	3	2	1	2	3	3
234	59	"b"	"Jan 19 2017,  6:51:34"	1	2	4	2	2	2	2	3	5	3
235	59	"c"	"Jan 07 2017,  1:27:44"	1	3	3	1	2	3	3	2	2	3
236	59	"d"	"Feb 09 2017,  7:24:45"	3	1	2	2	3	2	3	3	2	3
237	60	"a"	"Jan 15 2017,  9:09:57"	2	0	2	2	2	2	2	3	2	2
238	60	"b"	"Feb 13 2017,  5:51:49"	3	2	3	2	3	2	2	2	3	4
239	60	"c"	"Jan 23 2017, 11:34:37"	3	2	3	4	3	4	3	2	4	3
240	60	"d"	"Jan 26 2017, 15:43:17"	3	1	1	3	4	2	2	2	3	3
241	61	"a"	"Jan 16 2017,  2:16:20"	2	3	3	2	3	3	3	3	1	2
242	61	"b"	"Jan 13 2017, 16:03:00"	3	0	4	3	4	3	3	3	3	3
243	61	"c"	"Jan 03 2017, 21:37:33"	2	2	2	4	3	2	2	3	2	3
244	61	"d"	"Jan 27 2017, 12:03:14"	3	1	4	3	2	3	4	1	2	3
245	62	"a"	"Jan 20 2017, 20:44:37"	3	2	3	1	1	3	3	2	3	2
246	62	"b"	"Jan 30 2017,  0:46:21"	2	3	1	1	2	3	2	3	2	2
247	62	"c"	"Feb 08 2017,  6:12:56"	3	2	2	3	3	4	4	1	2	2
248	62	"d"	"Jan 16 2017,  0:05:19"	2	2	2	3	3	3	4	3	3	2
249	63	"a"	"Feb 06 2017, 11:54:56"	2	3	1	3	2	2	3	3	3	2
250	63	"b"	"Jan 13 2017,  4:35:21"	3	3	2	3	4	2	2	3	3	3
251	63	"c"	"Feb 03 2017, 17:09:21"	4	2	2	5	3	3	2	2	2	3
252	63	"d"	"Jan 28 2017,  1:09:45"	1	0	2	2	2	2	1	2	3	2
253	64	"a"	"Jan 09 2017, 14:01:18"	2	2	1	2	2	2	2	3	2	3
254	64	"b"	"Jan 19 2017,  9:57:03"	2	3	4	2	4	3	3	2	3	2
255	64	"c"	"Jan 31 2017, 18:05:08"	2	2	2	1	1	2	3	0	3	1
256	64	"d"	"Feb 05 2017,  4:41:35"	3	1	3	2	2	0	2	1	3	2
257	65	"a"	"Jan 24 2017,  9:29:44"	2	2	3	3	3	2	2	4	3	3
258	65	"b"	"Dec 25 2016, 20:35:40"	2	2	3	3	3	3	3	2	3	3
259	65	"c"	"Feb 02 2017,  5:57:29"	2	2	1	2	2	2	2	2	2	2
260	65	"d"	"Feb 18 2017,  0:24:55"	2	1	2	2	1	3	3	4	2	3
261	66	"a"	"Jan 01 2017, 12:50:16"	2	3	2	3	3	2	3	3	2	2
262	66	"b"	"Jan 25 2017,  5:09:53"	1	3	0	3	2	2	3	2	4	3
263	66	"c"	"Dec 25 2016,  4:10:00"	1	2	3	3	2	2	3	1	3	3
264	66	"d"	"Jan 28 2017, 15:00:08"	2	1	4	2	3	4	2	3	3	3
265	67	"a"	"Jan 10 2017,  5:12:51"	1	1	3	2	2	2	2	3	2	3
266	67	"b"	"Feb 05 2017, 11:31:53"	4	1	2	4	2	3	4	2	2	4
267	67	"c"	"Feb 15 2017,  6:37:17"	2	3	3	1	2	2	3	2	3	2
268	67	"d"	"Jan 07 2017, 17:10:18"	3	2	2	4	2	2	2	3	3	4
269	68	"a"	"Jan 12 2017,  2:41:54"	4	2	3	3	2	3	2	2	3	4
270	68	"b"	"Jan 27 2017, 19:59:18"	3	3	2	4	3	3	3	3	2	4
271	68	"c"	"Jan 28 2017, 19:35:19"	1	2	2	4	4	2	2	3	4	2
272	68	"d"	"Jan 09 2017, 11:12:25"	3	2	1	2	2	3	2	3	2	3
273	69	"a"	"Jan 29 2017, 20:49:05"	3	3	2	3	3	2	2	3	3	3
274	69	"b"	"Feb 02 2017,  1:39:14"	2	3	3	3	3	3	1	2	3	3
275	69	"c"	"Jan 15 2017,  4:48:11"	3	2	2	2	3	3	3	2	2	3
276	69	"d"	"Jan 30 2017, 16:52:40"	2	2	2	2	3	2	3	2	1	2
277	70	"a"	"Feb 03 2017,  5:58:18"	3	3	2	3	3	2	4	4	3	2
278	70	"b"	"Jan 13 2017, 15:41:24"	3	2	3	3	3	3	3	2	4	3
279	70	"c"	"Feb 04 2017,  0:03:09"	2	3	3	2	2	2	2	2	2	3
280	70	"d"	"Feb 06 2017,  3:11:39"	3	1	2	3	3	4	3	2	1	3
281	71	"a"	"Jan 21 2017, 18:18:47"	3	1	4	3	3	2	3	3	2	2
282	71	"b"	"Jan 12 2017,  9:03:35"	3	2	1	3	2	1	3	4	4	2
283	71	"c"	"Mar 07 2017, 22:45:23"	3	0	3	2	3	1	2	3	2	3
284	71	"d"	"Feb 08 2017, 13:16:28"	3	1	3	2	3	3	2	3	2	1
285	72	"a"	"Jan 18 2017,  5:13:47"	1	2	2	3	2	1	2	2	3	4
286	72	"b"	"Dec 21 2016, 22:56:22"	3	1	3	2	2	2	3	2	3	2
287	72	"c"	"Jan 15 2017, 12:02:28"	4	2	3	2	4	2	2	3	3	3
288	72	"d"	"Feb 20 2017,  7:19:44"	4	2	2	3	3	2	3	3	2	3
289	73	"a"	"Jan 31 2017,  1:47:29"	2	2	2	3	2	2	2	4	2	3
290	73	"b"	"Jan 12 2017,  7:11:38"	2	1	2	2	3	2	3	3	3	2
291	73	"c"	"Feb 24 2017,  9:36:06"	4	0	3	3	3	3	3	2	3	4
292	73	"d"	"Feb 07 2017, 15:46:55"	3	2	2	1	3	3	4	2	4	3
293	74	"a"	"Jan 07 2017,  1:10:12"	3	3	1	2	3	1	3	3	2	3
294	74	"b"	"Feb 03 2017, 15:38:21"	3	1	2	0	2	3	4	3	2	2
295	74	"c"	"Feb 01 2017, 16:29:31"	4	1	2	3	3	3	3	3	1	4
296	74	"d"	"Jan 20 2017, 21:18:51"	2	2	2	3	1	3	1	3	3	2
297	75	"a"	"Jan 08 2017, 19:00:55"	4	1	1	2	2	2	2	2	3	3
298	75	"b"	"Feb 03 2017, 15:21:06"	2	2	2	3	2	3	3	4	2	4
299	75	"c"	"Feb 06 2017,  2:08:14"	3	1	3	2	4	1	3	4	3	2
300	75	"d"	"Jan 20 2017, 23:30:19"	3	3	2	1	1	3	1	1	3	1
301	76	"a"	"Jan 31 2017, 15:46:35"	1	2	2	3	2	2	3	2	3	2
302	76	"b"	"Jan 19 2017,  8:33:54"	3	1	2	2	3	2	2	3	1	2
303	76	"c"	"Jan 18 2017, 20:16:59"	2	2	3	3	2	2	4	2	3	2
304	76	"d"	"Jan 14 2017, 17:52:32"	2	2	3	3	3	1	2	3	3	3
